ADATE,Year,Month,Day,Anamolytype,Anamoly,Date_x,Kp,ap,Date_y
1988-02-16,1988,2,16,UNK,1,1988-02-16,2.54175,14.625,1988-02-16
1988-03-04,1988,3,4,UNK,1,1988-03-04,3.25,19.0,1988-03-04
1988-03-09,1988,3,9,UNK,1,1988-03-09,2.625125,12.625,1988-03-09
1988-04-01,1988,4,1,UNK,1,1988-04-01,2.791625,13.25,1988-04-01
1988-04-19,1988,4,19,SEU,1,1988-04-19,2.20825,9.375,1988-04-19
1988-07-17,1988,7,17,SEU,1,1988-07-17,1.7085,6.5,1988-07-17
1988-11-21,1988,11,21,ESD,1,1988-11-21,1.458375,5.5,1988-11-21
1989-02-14,1989,2,14,SEU,1,1989-02-14,2.625,13.625,1989-02-14
1989-08-05,1989,8,5,SEU,1,1989-08-05,0.499875,2.375,1989-08-05
1989-08-28,1989,8,28,UNK,1,1989-08-28,2.66675,22.5,1989-08-28
1989-08-29,1989,8,29,UNK,1,1989-08-29,4.708375,57.5,1989-08-29
1989-09-30,1989,9,30,SEU,1,1989-09-30,2.45825,12.375,1989-09-30
1989-10-20,1989,10,20,SEU,1,1989-10-20,5.875,111.625,1989-10-20
1989-10-23,1989,10,23,SEU,1,1989-10-23,3.208375,22.5,1989-10-23
1989-10-25,1989,10,25,SEU,1,1989-10-25,3.125,22.75,1989-10-25
1989-10-26,1989,10,26,SEU,1,1989-10-26,3.5,23.5,1989-10-26
1990-11-19,1990,11,19,SEU,1,1990-11-19,2.291625,10.125,1990-11-19
1991-03-24,1991,3,24,SEU,1,1991-03-24,6.75,160.875,1991-03-24
1991-06-05,1991,6,5,SEU,1,1991-06-05,7.79175,196.5,1991-06-05
1991-06-11,1991,6,11,SEU,1,1991-06-11,6.041625,87.875,1991-06-11
1991-09-18,1991,9,18,SEU,1,1991-09-18,1.333375,5.625,1991-09-18
1992-06-25,1992,6,25,SEU,1,1992-06-25,2.916625,14.25,1992-06-25
1992-06-28,1992,6,28,SEU,1,1992-06-28,2.875125,15.125,1992-06-28
1993-02-22,1993,2,22,SEU,1,1993-02-22,4.0,30.125,1993-02-22
1993-03-16,1993,3,16,UNK,1,1993-03-16,4.375,38.875,1993-03-16
1993-07-24,1993,7,24,UNK,1,1993-07-24,1.041625,4.125,1993-07-24
1993-08-05,1993,8,5,SEU,1,1993-08-05,2.91675,18.375,1993-08-05
1994-01-28,1994,1,28,UNK,1,1994-01-28,2.916625,15.5,1994-01-28
1994-03-26,1994,3,26,SEU,1,1994-03-26,2.083375,9.125,1994-03-26
1986-05-03,1986,5,3,UNK,1,1986-05-03,3.375125,40.375,1986-05-03
1987-09-23,1987,9,23,ESD,1,1987-09-23,2.54175,16.875,1987-09-23
1988-06-10,1988,6,10,SEU,1,1988-06-10,1.999875,9.0,1988-06-10
1989-03-17,1989,3,17,ESD,1,1989-03-17,4.2915,34.25,1989-03-17
1989-03-21,1989,3,21,ESD,1,1989-03-21,3.625125,22.375,1989-03-21
1989-03-31,1989,3,31,ESD,1,1989-03-31,5.124875,51.75,1989-03-31
1989-04-01,1989,4,1,ESD,1,1989-04-01,4.708375,41.875,1989-04-01
1993-12-19,1993,12,19,SEU,1,1993-12-19,2.583375,12.0,1993-12-19
1984-10-28,1984,10,28,UNK,1,1984-10-28,2.125,8.375,1984-10-28
1984-11-09,1984,11,9,UNK,1,1984-11-09,2.625,12.5,1984-11-09
1984-11-11,1984,11,11,UNK,1,1984-11-11,3.29175,19.875,1984-11-11
1984-12-12,1984,12,12,UNK,1,1984-12-12,2.833375,17.375,1984-12-12
1985-01-14,1985,1,14,UNK,1,1985-01-14,2.08325,9.0,1985-01-14
1985-01-30,1985,1,30,UNK,1,1985-01-30,3.125,16.625,1985-01-30
1985-02-08,1985,2,8,UNK,1,1985-02-08,3.58325,24.0,1985-02-08
1985-02-15,1985,2,15,UNK,1,1985-02-15,1.875125,9.0,1985-02-15
1985-05-26,1985,5,26,UNK,1,1985-05-26,2.083375,8.75,1985-05-26
1985-07-02,1985,7,2,UNK,1,1985-07-02,0.791625,3.375,1985-07-02
1985-07-28,1985,7,28,UNK,1,1985-07-28,2.66675,12.875,1985-07-28
1985-09-08,1985,9,8,UNK,1,1985-09-08,2.2498750000000003,9.875,1985-09-08
1986-05-26,1986,5,26,UNK,1,1986-05-26,1.958375,7.75,1986-05-26
1985-02-06,1985,2,6,UNK,1,1985-02-06,4.875,46.375,1985-02-06
1987-09-10,1987,9,10,UNK,1,1987-09-10,3.708375,38.125,1987-09-10
1984-10-30,1984,10,30,UNK,1,1984-10-30,1.54175,6.625,1984-10-30
1984-12-14,1984,12,14,UNK,1,1984-12-14,2.0,8.125,1984-12-14
1985-01-19,1985,1,19,UNK,1,1985-01-19,1.54175,6.625,1985-01-19
1985-02-02,1985,2,2,UNK,1,1985-02-02,2.45825,11.375,1985-02-02
1985-04-14,1985,4,14,UNK,1,1985-04-14,2.125,9.5,1985-04-14
1985-04-27,1985,4,27,UNK,1,1985-04-27,4.208375,33.25,1985-04-27
1985-06-13,1985,6,13,UNK,1,1985-06-13,1.125,4.5,1985-06-13
1985-06-16,1985,6,16,UNK,1,1985-06-16,0.666625,3.0,1985-06-16
1985-06-21,1985,6,21,UNK,1,1985-06-21,1.79175,6.625,1985-06-21
1985-07-09,1985,7,9,UNK,1,1985-07-09,1.75,8.5,1985-07-09
1985-07-12,1985,7,12,UNK,1,1985-07-12,4.75,47.5,1985-07-12
1985-07-23,1985,7,23,UNK,1,1985-07-23,2.583375,13.0,1985-07-23
1985-07-27,1985,7,27,UNK,1,1985-07-27,2.91675,15.25,1985-07-27
1985-08-08,1985,8,8,UNK,1,1985-08-08,1.541625,5.875,1985-08-08
1985-10-26,1985,10,26,UNK,1,1985-10-26,0.958375,3.75,1985-10-26
1986-01-29,1986,1,29,UNK,1,1986-01-29,3.33325,19.375,1986-01-29
1986-02-14,1986,2,14,UNK,1,1986-02-14,3.2085,18.625,1986-02-14
1986-03-02,1986,3,2,UNK,1,1986-03-02,2.583375,11.875,1986-03-02
1986-03-18,1986,3,18,UNK,1,1986-03-18,2.04175,8.125,1986-03-18
1986-04-15,1986,4,15,UNK,1,1986-04-15,1.666625,6.625,1986-04-15
1986-05-27,1986,5,27,UNK,1,1986-05-27,1.874875,7.25,1986-05-27
1986-06-12,1986,6,12,UNK,1,1986-06-12,1.624875,6.125,1986-06-12
1986-06-19,1986,6,19,UNK,1,1986-06-19,1.3335,5.375,1986-06-19
1986-06-27,1986,6,27,UNK,1,1986-06-27,3.5835,27.625,1986-06-27
1986-07-02,1986,7,2,UNK,1,1986-07-02,2.666625,13.125,1986-07-02
1986-07-24,1986,7,24,UNK,1,1986-07-24,1.833125,15.0,1986-07-24
1986-08-02,1986,8,2,UNK,1,1986-08-02,1.20825,4.625,1986-08-02
1986-08-03,1986,8,3,UNK,1,1986-08-03,3.291625,19.125,1986-08-03
1986-08-18,1986,8,18,UNK,1,1986-08-18,0.5835,2.625,1986-08-18
1986-09-07,1986,9,7,UNK,1,1986-09-07,1.375125,5.125,1986-09-07
1986-09-08,1986,9,8,UNK,1,1986-09-08,1.291625,5.0,1986-09-08
1986-09-09,1986,9,9,UNK,1,1986-09-09,1.41675,5.75,1986-09-09
1986-09-15,1986,9,15,UNK,1,1986-09-15,3.16675,17.5,1986-09-15
1986-09-21,1986,9,21,UNK,1,1986-09-21,2.0835,10.875,1986-09-21
1986-09-26,1986,9,26,UNK,1,1986-09-26,3.7915,26.75,1986-09-26
1986-10-05,1986,10,5,UNK,1,1986-10-05,3.333375,19.0,1986-10-05
1986-10-17,1986,10,17,UNK,1,1986-10-17,1.54175,6.375,1986-10-17
1986-11-11,1986,11,11,UNK,1,1986-11-11,2.5835,13.875,1986-11-11
1986-11-16,1986,11,16,UNK,1,1986-11-16,2.500125,11.0,1986-11-16
1986-11-24,1986,11,24,UNK,1,1986-11-24,4.583375,46.25,1986-11-24
1986-12-25,1986,12,25,UNK,1,1986-12-25,2.208375,11.125,1986-12-25
1987-01-04,1987,1,4,UNK,1,1987-01-04,0.666625,2.75,1987-01-04
1987-01-05,1987,1,5,UNK,1,1987-01-05,0.666625,2.875,1987-01-05
1987-01-29,1987,1,29,UNK,1,1987-01-29,1.875,10.5,1987-01-29
1987-01-30,1987,1,30,UNK,1,1987-01-30,0.875,3.5,1987-01-30
1987-02-02,1987,2,2,UNK,1,1987-02-02,1.041625,4.125,1987-02-02
1987-03-13,1987,3,13,UNK,1,1987-03-13,1.95825,7.875,1987-03-13
1987-03-21,1987,3,21,UNK,1,1987-03-21,2.9998750000000003,18.125,1987-03-21
1987-03-24,1987,3,24,UNK,1,1987-03-24,1.125,4.75,1987-03-24
1987-04-02,1987,4,2,UNK,1,1987-04-02,1.08325,4.25,1987-04-02
1987-04-06,1987,4,6,UNK,1,1987-04-06,1.791875,7.25,1987-04-06
1987-04-18,1987,4,18,UNK,1,1987-04-18,0.91675,3.75,1987-04-18
1987-04-19,1987,4,19,UNK,1,1987-04-19,1.95825,8.25,1987-04-19
1987-04-25,1987,4,25,UNK,1,1987-04-25,1.1665,4.5,1987-04-25
1987-04-28,1987,4,28,UNK,1,1987-04-28,0.45825,2.0,1987-04-28
1987-04-30,1987,4,30,UNK,1,1987-04-30,0.9585,3.875,1987-04-30
1987-05-07,1987,5,7,UNK,1,1987-05-07,1.83325,7.75,1987-05-07
1987-05-08,1987,5,8,UNK,1,1987-05-08,1.0,4.0,1987-05-08
1987-05-12,1987,5,12,UNK,1,1987-05-12,0.5,2.25,1987-05-12
1987-05-17,1987,5,17,UNK,1,1987-05-17,0.916625,3.75,1987-05-17
1987-05-18,1987,5,18,UNK,1,1987-05-18,0.5,2.5,1987-05-18
1987-05-25,1987,5,25,UNK,1,1987-05-25,3.458375,24.875,1987-05-25
1987-06-02,1987,6,2,UNK,1,1987-06-02,1.749875,7.875,1987-06-02
1987-06-06,1987,6,6,UNK,1,1987-06-06,3.541625,25.25,1987-06-06
1987-06-08,1987,6,8,UNK,1,1987-06-08,0.875,3.625,1987-06-08
1987-06-13,1987,6,13,UNK,1,1987-06-13,1.708375,6.375,1987-06-13
1987-10-08,1987,10,8,UNK,1,1987-10-08,2.0,8.25,1987-10-08
1987-10-13,1987,10,13,UNK,1,1987-10-13,3.666625,23.75,1987-10-13
1987-10-19,1987,10,19,UNK,1,1987-10-19,1.624875,6.375,1987-10-19
1987-10-25,1987,10,25,UNK,1,1987-10-25,3.791625,28.5,1987-10-25
1987-11-20,1987,11,20,UNK,1,1987-11-20,2.416625,10.5,1987-11-20
1987-11-21,1987,11,21,UNK,1,1987-11-21,1.5415,6.125,1987-11-21
1987-12-01,1987,12,1,UNK,1,1987-12-01,1.208375,4.625,1987-12-01
1987-12-12,1987,12,12,UNK,1,1987-12-12,2.1665,9.375,1987-12-12
1987-12-13,1987,12,13,UNK,1,1987-12-13,0.958375,3.75,1987-12-13
1987-12-15,1987,12,15,UNK,1,1987-12-15,1.875,10.625,1987-12-15
1987-12-24,1987,12,24,UNK,1,1987-12-24,1.708375,6.25,1987-12-24
1987-12-29,1987,12,29,UNK,1,1987-12-29,1.1665,4.625,1987-12-29
1988-01-11,1988,1,11,UNK,1,1988-01-11,1.95825,10.75,1988-01-11
1988-01-18,1988,1,18,UNK,1,1988-01-18,2.25,11.625,1988-01-18
1988-01-24,1988,1,24,UNK,1,1988-01-24,1.20825,4.625,1988-01-24
1988-02-01,1988,2,1,UNK,1,1988-02-01,0.499875,2.25,1988-02-01
1988-02-10,1988,2,10,UNK,1,1988-02-10,2.625125,13.125,1988-02-10
1989-05-14,1989,5,14,UNK,1,1989-05-14,2.291625,9.625,1989-05-14
1989-05-23,1989,5,23,UNK,1,1989-05-23,4.0,46.625,1989-05-23
1989-06-05,1989,6,5,UNK,1,1989-06-05,1.750125,7.0,1989-06-05
1989-06-07,1989,6,7,UNK,1,1989-06-07,3.91675,34.5,1989-06-07
1989-06-14,1989,6,14,UNK,1,1989-06-14,4.95825,49.5,1989-06-14
1989-07-12,1989,7,12,UNK,1,1989-07-12,0.791625,3.375,1989-07-12
1989-07-13,1989,7,13,UNK,1,1989-07-13,1.70825,6.625,1989-07-13
1989-07-31,1989,7,31,UNK,1,1989-07-31,1.16675,4.5,1989-07-31
1989-08-02,1989,8,2,UNK,1,1989-08-02,1.4585,5.875,1989-08-02
1989-09-17,1989,9,17,UNK,1,1989-09-17,1.625,6.625,1989-09-17
1989-10-21,1989,10,21,UNK,1,1989-10-21,7.125,145.5,1989-10-21
1989-10-22,1989,10,22,UNK,1,1989-10-22,5.041625,51.25,1989-10-22
1989-10-24,1989,10,24,UNK,1,1989-10-24,3.166625,17.375,1989-10-24
1989-11-11,1989,11,11,UNK,1,1989-11-11,3.29175,18.25,1989-11-11
1989-11-24,1989,11,24,UNK,1,1989-11-24,2.0415,7.625,1989-11-24
1989-12-10,1989,12,10,UNK,1,1989-12-10,0.583375,2.75,1989-12-10
1990-01-04,1990,1,4,UNK,1,1990-01-04,2.458375,11.625,1990-01-04
1990-01-18,1990,1,18,UNK,1,1990-01-18,2.08325,8.5,1990-01-18
1990-01-29,1990,1,29,UNK,1,1990-01-29,3.750125,24.25,1990-01-29
1990-02-03,1990,2,3,UNK,1,1990-02-03,2.041625,8.5,1990-02-03
1990-02-11,1990,2,11,UNK,1,1990-02-11,2.291625,9.625,1990-02-11
1990-02-19,1990,2,19,UNK,1,1990-02-19,4.250125,33.375,1990-02-19
1990-02-25,1990,2,25,UNK,1,1990-02-25,4.083375,29.375,1990-02-25
1990-03-03,1990,3,3,UNK,1,1990-03-03,2.3748750000000003,9.625,1990-03-03
1990-03-05,1990,3,5,UNK,1,1990-03-05,2.333375,10.625,1990-03-05
1990-03-09,1990,3,9,UNK,1,1990-03-09,2.0,8.375,1990-03-09
1990-03-14,1990,3,14,UNK,1,1990-03-14,3.666625,25.625,1990-03-14
1990-04-03,1990,4,3,UNK,1,1990-04-03,3.125,17.0,1990-04-03
1990-04-13,1990,4,13,UNK,1,1990-04-13,4.5415,37.625,1990-04-13
1990-04-19,1990,4,19,UNK,1,1990-04-19,2.08325,9.0,1990-04-19
1990-04-24,1990,4,24,UNK,1,1990-04-24,3.833375,30.125,1990-04-24
1990-06-11,1990,6,11,UNK,1,1990-06-11,2.583375,11.25,1990-06-11
1990-06-17,1990,6,17,UNK,1,1990-06-17,0.583375,2.75,1990-06-17
1990-06-27,1990,6,27,UNK,1,1990-06-27,2.166625,11.5,1990-06-27
1990-07-04,1990,7,4,UNK,1,1990-07-04,1.875125,8.5,1990-07-04
1990-07-05,1990,7,5,UNK,1,1990-07-05,2.29175,10.125,1990-07-05
1990-07-12,1990,7,12,UNK,1,1990-07-12,1.95825,8.125,1990-07-12
1985-01-04,1985,1,4,UNK,1,1985-01-04,1.791625,7.375,1985-01-04
1985-01-06,1985,1,6,UNK,1,1985-01-06,1.41675,5.375,1985-01-06
1985-01-12,1985,1,12,UNK,1,1985-01-12,3.375,18.75,1985-01-12
1985-02-16,1985,2,16,UNK,1,1985-02-16,1.6665,6.875,1985-02-16
1985-05-23,1985,5,23,UNK,1,1985-05-23,1.08325,4.5,1985-05-23
1985-05-29,1985,5,29,UNK,1,1985-05-29,1.08325,4.25,1985-05-29
1985-06-12,1985,6,12,UNK,1,1985-06-12,2.291625,9.625,1985-06-12
1985-06-17,1985,6,17,UNK,1,1985-06-17,1.791625,7.375,1985-06-17
1985-06-20,1985,6,20,UNK,1,1985-06-20,2.25,13.25,1985-06-20
1985-06-28,1985,6,28,UNK,1,1985-06-28,3.291625,18.125,1985-06-28
1985-07-31,1985,7,31,UNK,1,1985-07-31,4.166625,35.5,1985-07-31
1985-08-11,1985,8,11,UNK,1,1985-08-11,1.0415,4.875,1985-08-11
1985-10-17,1985,10,17,UNK,1,1985-10-17,2.95825,14.875,1985-10-17
1986-02-18,1986,2,18,UNK,1,1986-02-18,2.6248750000000003,13.75,1986-02-18
1986-03-21,1986,3,21,UNK,1,1986-03-21,2.958375,17.25,1986-03-21
1986-04-03,1986,4,3,UNK,1,1986-04-03,2.625125,13.5,1986-04-03
1986-05-01,1986,5,1,UNK,1,1986-05-01,1.33325,5.0,1986-05-01
1986-06-10,1986,6,10,UNK,1,1986-06-10,2.66675,12.875,1986-06-10
1986-06-11,1986,6,11,UNK,1,1986-06-11,1.666625,6.5,1986-06-11
1986-06-21,1986,6,21,UNK,1,1986-06-21,1.583125,6.125,1986-06-21
1986-07-22,1986,7,22,UNK,1,1986-07-22,1.625,6.625,1986-07-22
1986-09-11,1986,9,11,UNK,1,1986-09-11,2.250125,15.75,1986-09-11
1986-10-09,1986,10,9,UNK,1,1986-10-09,1.499875,5.75,1986-10-09
1986-12-17,1986,12,17,UNK,1,1986-12-17,1.25,4.75,1986-12-17
1987-02-03,1987,2,3,UNK,1,1987-02-03,0.958375,3.875,1987-02-03
1987-02-04,1987,2,4,UNK,1,1987-02-04,1.0,4.125,1987-02-04
1987-04-20,1987,4,20,UNK,1,1987-04-20,2.08325,11.5,1987-04-20
1987-04-22,1987,4,22,UNK,1,1987-04-22,1.20825,4.5,1987-04-22
1987-04-24,1987,4,24,UNK,1,1987-04-24,2.24975,9.25,1987-04-24
1987-05-03,1987,5,3,UNK,1,1987-05-03,1.499875,6.125,1987-05-03
1987-05-15,1987,5,15,UNK,1,1987-05-15,1.041625,4.125,1987-05-15
1987-05-22,1987,5,22,UNK,1,1987-05-22,1.666625,6.75,1987-05-22
1987-06-05,1987,6,5,UNK,1,1987-06-05,1.874875,7.375,1987-06-05
1987-06-22,1987,6,22,UNK,1,1987-06-22,0.958375,3.875,1987-06-22
1987-06-26,1987,6,26,UNK,1,1987-06-26,2.000125,9.125,1987-06-26
1987-09-28,1987,9,28,UNK,1,1987-09-28,3.45825,22.0,1987-09-28
1987-10-07,1987,10,7,UNK,1,1987-10-07,1.70825,8.0,1987-10-07
1987-10-10,1987,10,10,UNK,1,1987-10-10,1.666625,7.0,1987-10-10
1987-10-31,1987,10,31,UNK,1,1987-10-31,2.458375,10.875,1987-10-31
1988-01-01,1988,1,1,UNK,1,1988-01-01,1.250125,4.75,1988-01-01
1988-01-16,1988,1,16,UNK,1,1988-01-16,1.333375,5.125,1988-01-16
1988-03-07,1988,3,7,UNK,1,1988-03-07,2.33325,11.25,1988-03-07
1989-06-06,1989,6,6,UNK,1,1989-06-06,2.083375,10.75,1989-06-06
1989-09-27,1989,9,27,UNK,1,1989-09-27,1.666625,8.375,1989-09-27
1989-10-06,1989,10,6,UNK,1,1989-10-06,2.333375,10.125,1989-10-06
1989-10-13,1989,10,13,UNK,1,1989-10-13,0.25,1.0,1989-10-13
1984-12-23,1984,12,23,UNK,1,1984-12-23,3.041625,15.5,1984-12-23
1984-12-25,1984,12,25,UNK,1,1984-12-25,1.33325,5.375,1984-12-25
1985-02-10,1985,2,10,UNK,1,1985-02-10,3.66675,24.0,1985-02-10
1985-04-30,1985,4,30,UNK,1,1985-04-30,3.624875,42.0,1985-04-30
1985-05-04,1985,5,4,UNK,1,1985-05-04,2.208375,9.5,1985-05-04
1985-05-05,1985,5,5,UNK,1,1985-05-05,1.875,7.375,1985-05-05
1985-06-02,1985,6,2,UNK,1,1985-06-02,1.541625,5.75,1985-06-02
1985-06-07,1985,6,7,UNK,1,1985-06-07,4.125,30.0,1985-06-07
1985-06-29,1985,6,29,UNK,1,1985-06-29,2.750125,13.375,1985-06-29
1985-07-16,1985,7,16,UNK,1,1985-07-16,1.208375,4.625,1985-07-16
1985-08-03,1985,8,3,UNK,1,1985-08-03,1.666625,6.25,1985-08-03
1986-01-28,1986,1,28,UNK,1,1986-01-28,4.16675,30.0,1986-01-28
1986-02-01,1986,2,1,UNK,1,1986-02-01,1.333375,5.375,1986-02-01
1986-03-25,1986,3,25,UNK,1,1986-03-25,3.875,27.375,1986-03-25
1986-04-05,1986,4,5,UNK,1,1986-04-05,2.125,9.375,1986-04-05
1986-04-26,1986,4,26,UNK,1,1986-04-26,1.75,7.25,1986-04-26
1986-05-29,1986,5,29,UNK,1,1986-05-29,0.916625,3.75,1986-05-29
1986-06-03,1986,6,3,UNK,1,1986-06-03,2.25,9.875,1986-06-03
1986-06-14,1986,6,14,UNK,1,1986-06-14,1.7085,6.5,1986-06-14
1986-06-15,1986,6,15,UNK,1,1986-06-15,1.333375,5.0,1986-06-15
1986-07-23,1986,7,23,UNK,1,1986-07-23,1.249875,4.75,1986-07-23
1986-08-05,1986,8,5,UNK,1,1986-08-05,2.166625,8.625,1986-08-05
1986-08-13,1986,8,13,UNK,1,1986-08-13,2.33325,10.375,1986-08-13
1986-08-16,1986,8,16,UNK,1,1986-08-16,1.124875,4.375,1986-08-16
1986-08-22,1986,8,22,UNK,1,1986-08-22,3.91675,28.75,1986-08-22
1986-08-27,1986,8,27,UNK,1,1986-08-27,2.791625,13.25,1986-08-27
1986-09-01,1986,9,1,UNK,1,1986-09-01,2.083375,9.25,1986-09-01
1986-09-17,1986,9,17,UNK,1,1986-09-17,2.7498750000000003,14.0,1986-09-17
1986-10-21,1986,10,21,UNK,1,1986-10-21,2.4998750000000003,10.75,1986-10-21
1986-11-08,1986,11,8,UNK,1,1986-11-08,1.166625,4.5,1986-11-08
1986-11-12,1986,11,12,UNK,1,1986-11-12,1.75,9.0,1986-11-12
1986-11-27,1986,11,27,UNK,1,1986-11-27,1.875,8.625,1986-11-27
1986-12-31,1986,12,31,UNK,1,1986-12-31,1.708375,6.75,1986-12-31
1987-01-02,1987,1,2,UNK,1,1987-01-02,2.250125,9.875,1987-01-02
1987-01-28,1987,1,28,UNK,1,1987-01-28,2.4998750000000003,11.25,1987-01-28
1987-02-01,1987,2,1,UNK,1,1987-02-01,1.75,7.0,1987-02-01
1987-02-05,1987,2,5,UNK,1,1987-02-05,1.04175,4.125,1987-02-05
1987-03-15,1987,3,15,UNK,1,1987-03-15,2.33325,10.0,1987-03-15
1987-04-10,1987,4,10,UNK,1,1987-04-10,1.7085,10.0,1987-04-10
1987-04-11,1987,4,11,UNK,1,1987-04-11,1.750125,6.875,1987-04-11
1987-04-17,1987,4,17,UNK,1,1987-04-17,1.16675,4.625,1987-04-17
1987-05-24,1987,5,24,UNK,1,1987-05-24,3.29175,20.375,1987-05-24
1987-05-30,1987,5,30,UNK,1,1987-05-30,1.916625,8.75,1987-05-30
1987-05-31,1987,5,31,UNK,1,1987-05-31,2.4585,11.0,1987-05-31
1987-06-09,1987,6,9,UNK,1,1987-06-09,0.79175,3.375,1987-06-09
1987-06-19,1987,6,19,UNK,1,1987-06-19,3.0,17.125,1987-06-19
1987-06-25,1987,6,25,UNK,1,1987-06-25,1.5,7.25,1987-06-25
1987-07-17,1987,7,17,ESD,1,1987-07-17,2.87525,14.5,1987-07-17
1987-07-28,1987,7,28,UNK,1,1987-07-28,3.4998750000000003,26.25,1987-07-28
1987-10-22,1987,10,22,UNK,1,1987-10-22,1.33325,5.125,1987-10-22
1987-11-22,1987,11,22,UNK,1,1987-11-22,1.833375,6.875,1987-11-22
1987-12-03,1987,12,3,UNK,1,1987-12-03,2.541875,12.0,1987-12-03
1987-12-04,1987,12,4,UNK,1,1987-12-04,1.83325,9.5,1987-12-04
1987-12-05,1987,12,5,UNK,1,1987-12-05,3.041625,17.25,1987-12-05
1987-12-07,1987,12,7,UNK,1,1987-12-07,1.1665,4.5,1987-12-07
1987-12-08,1987,12,8,UNK,1,1987-12-08,0.249875,1.375,1987-12-08
1987-12-09,1987,12,9,UNK,1,1987-12-09,1.125,6.0,1987-12-09
1988-02-03,1988,2,3,UNK,1,1988-02-03,0.70825,3.125,1988-02-03
1988-02-08,1988,2,8,UNK,1,1988-02-08,1.125,5.0,1988-02-08
1989-06-21,1989,6,21,UNK,1,1989-06-21,1.16675,4.5,1989-06-21
1989-07-20,1989,7,20,UNK,1,1989-07-20,1.166875,4.5,1989-07-20
1989-09-24,1989,9,24,UNK,1,1989-09-24,1.708375,6.75,1989-09-24
1989-10-08,1989,10,8,UNK,1,1989-10-08,2.083375,8.75,1989-10-08
1989-10-14,1989,10,14,UNK,1,1989-10-14,0.166625,0.875,1989-10-14
1989-12-01,1989,12,1,UNK,1,1989-12-01,4.333375,37.75,1989-12-01
1989-12-06,1989,12,6,UNK,1,1989-12-06,1.333375,5.0,1989-12-06
1990-02-04,1990,2,4,UNK,1,1990-02-04,3.791625,28.5,1990-02-04
1990-02-05,1990,2,5,UNK,1,1990-02-05,3.66675,24.125,1990-02-05
1990-02-12,1990,2,12,UNK,1,1990-02-12,1.45825,6.5,1990-02-12
1990-02-21,1990,2,21,UNK,1,1990-02-21,3.083375,16.25,1990-02-21
1990-03-13,1990,3,13,UNK,1,1990-03-13,3.791625,29.375,1990-03-13
1990-03-26,1990,3,26,UNK,1,1990-03-26,4.58325,41.0,1990-03-26
1990-06-01,1990,6,1,UNK,1,1990-06-01,2.3335,10.0,1990-06-01
1990-06-19,1990,6,19,UNK,1,1990-06-19,1.541625,6.25,1990-06-19
1990-08-07,1990,8,7,UNK,1,1990-08-07,1.875,6.875,1990-08-07
1986-04-06,1986,4,6,UNK,1,1986-04-06,1.0835,4.25,1986-04-06
1986-05-04,1986,5,4,UNK,1,1986-05-04,2.8335,17.125,1986-05-04
1986-05-06,1986,5,6,UNK,1,1986-05-06,5.5,66.625,1986-05-06
1986-06-07,1986,6,7,UNK,1,1986-06-07,2.6665,12.5,1986-06-07
1986-06-16,1986,6,16,UNK,1,1986-06-16,1.416875,5.25,1986-06-16
1986-06-26,1986,6,26,UNK,1,1986-06-26,1.20825,4.625,1986-06-26
1986-07-08,1986,7,8,UNK,1,1986-07-08,1.45825,5.625,1986-07-08
1986-07-19,1986,7,19,UNK,1,1986-07-19,1.0415,4.125,1986-07-19
1986-07-21,1986,7,21,UNK,1,1986-07-21,1.7085,6.25,1986-07-21
1986-07-29,1986,7,29,UNK,1,1986-07-29,3.208375,17.375,1986-07-29
1986-08-12,1986,8,12,UNK,1,1986-08-12,2.24975,9.625,1986-08-12
1986-09-06,1986,9,6,UNK,1,1986-09-06,1.833375,8.25,1986-09-06
1986-10-03,1986,10,3,UNK,1,1986-10-03,2.04175,9.25,1986-10-03
1986-10-04,1986,10,4,UNK,1,1986-10-04,1.75,6.75,1986-10-04
1986-10-29,1986,10,29,UNK,1,1986-10-29,2.875,15.375,1986-10-29
1986-12-02,1986,12,2,UNK,1,1986-12-02,1.958375,7.5,1986-12-02
1987-01-12,1987,1,12,UNK,1,1987-01-12,2.2085,10.0,1987-01-12
1987-02-26,1987,2,26,UNK,1,1987-02-26,1.375,5.5,1987-02-26
1987-03-17,1987,3,17,UNK,1,1987-03-17,2.083375,9.875,1987-03-17
1987-03-19,1987,3,19,UNK,1,1987-03-19,2.416625,11.25,1987-03-19
1987-03-26,1987,3,26,UNK,1,1987-03-26,2.66675,12.875,1987-03-26
1987-04-04,1987,4,4,UNK,1,1987-04-04,2.666625,16.375,1987-04-04
1987-04-07,1987,4,7,UNK,1,1987-04-07,2.54175,13.0,1987-04-07
1987-04-12,1987,4,12,UNK,1,1987-04-12,1.166625,4.625,1987-04-12
1987-04-27,1987,4,27,UNK,1,1987-04-27,2.04175,8.75,1987-04-27
1987-05-02,1987,5,2,UNK,1,1987-05-02,1.500125,5.5,1987-05-02
1987-05-04,1987,5,4,UNK,1,1987-05-04,1.333375,5.375,1987-05-04
1987-05-16,1987,5,16,UNK,1,1987-05-16,1.0835,4.25,1987-05-16
1987-05-26,1987,5,26,UNK,1,1987-05-26,2.0,8.75,1987-05-26
1987-05-28,1987,5,28,UNK,1,1987-05-28,2.16675,10.375,1987-05-28
1987-06-04,1987,6,4,UNK,1,1987-06-04,1.624875,5.875,1987-06-04
1987-06-14,1987,6,14,UNK,1,1987-06-14,1.4585,5.75,1987-06-14
